names,lUnknown,rUnknown,lG_and_S_frontomargin,rG_and_S_frontomargin,lG_and_S_occipital_inf,rG_and_S_occipital_inf,lG_and_S_paracentral,rG_and_S_paracentral,lG_and_S_subcentral,rG_and_S_subcentral,lG_and_S_transv_frontopol,rG_and_S_transv_frontopol,lG_and_S_cingul-Ant,rG_and_S_cingul-Ant,lG_and_S_cingul-Mid-Ant,rG_and_S_cingul-Mid-Ant,lG_and_S_cingul-Mid-Post,rG_and_S_cingul-Mid-Post,lG_cingul-Post-dorsal,rG_cingul-Post-dorsal,lG_cingul-Post-ventral,rG_cingul-Post-ventral,lG_cuneus,rG_cuneus,lG_front_inf-Opercular,rG_front_inf-Opercular,lG_front_inf-Orbital,rG_front_inf-Orbital,lG_front_inf-Triangul,rG_front_inf-Triangul,lG_front_middle,rG_front_middle,lG_front_sup,rG_front_sup,lG_Ins_lg_and_S_cent_ins,rG_Ins_lg_and_S_cent_ins,lG_insular_short,rG_insular_short,lG_occipital_middle,rG_occipital_middle,lG_occipital_sup,rG_occipital_sup,lG_oc-temp_lat-fusifor,rG_oc-temp_lat-fusifor,lG_oc-temp_med-Lingual,rG_oc-temp_med-Lingual,lG_oc-temp_med-Parahip,rG_oc-temp_med-Parahip,lG_orbital,rG_orbital,lG_pariet_inf-Angular,rG_pariet_inf-Angular,lG_pariet_inf-Supramar,rG_pariet_inf-Supramar,lG_parietal_sup,rG_parietal_sup,lG_postcentral,rG_postcentral,lG_precentral,rG_precentral,lG_precuneus,rG_precuneus,lG_rectus,rG_rectus,lG_subcallosal,rG_subcallosal,lG_temp_sup-G_T_transv,rG_temp_sup-G_T_transv,lG_temp_sup-Lateral,rG_temp_sup-Lateral,lG_temp_sup-Plan_polar,rG_temp_sup-Plan_polar,lG_temp_sup-Plan_tempo,rG_temp_sup-Plan_tempo,lG_temporal_inf,rG_temporal_inf,lG_temporal_middle,rG_temporal_middle,lLat_Fis-ant-Horizont,rLat_Fis-ant-Horizont,lLat_Fis-ant-Vertical,rLat_Fis-ant-Vertical,lLat_Fis-post,rLat_Fis-post,lMedial_wall,rMedial_wall,lPole_occipital,rPole_occipital,lPole_temporal,rPole_temporal,lS_calcarine,rS_calcarine,lS_central,rS_central,lS_cingul-Marginalis,rS_cingul-Marginalis,lS_circular_insula_ant,rS_circular_insula_ant,lS_circular_insula_inf,rS_circular_insula_inf,lS_circular_insula_sup,rS_circular_insula_sup,lS_collat_transv_ant,rS_collat_transv_ant,lS_collat_transv_post,rS_collat_transv_post,lS_front_inf,rS_front_inf,lS_front_middle,rS_front_middle,lS_front_sup,rS_front_sup,lS_interm_prim-Jensen,rS_interm_prim-Jensen,lS_intrapariet_and_P_trans,rS_intrapariet_and_P_trans,lS_oc_middle_and_Lunatus,rS_oc_middle_and_Lunatus,lS_oc_sup_and_transversal,rS_oc_sup_and_transversal,lS_occipital_ant,rS_occipital_ant,lS_oc-temp_lat,rS_oc-temp_lat,lS_oc-temp_med_and_Lingual,rS_oc-temp_med_and_Lingual,lS_orbital_lateral,rS_orbital_lateral,lS_orbital_med-olfact,rS_orbital_med-olfact,lS_orbital-H_Shaped,rS_orbital-H_Shaped,lS_parieto_occipital,rS_parieto_occipital,lS_pericallosal,rS_pericallosal,lS_postcentral,rS_postcentral,lS_precentral-inf-part,rS_precentral-inf-part,lS_precentral-sup-part,rS_precentral-sup-part,lS_suborbital,rS_suborbital,lS_subparietal,rS_subparietal,lS_temporal_inf,rS_temporal_inf,lS_temporal_sup,rS_temporal_sup,lS_temporal_transverse,rS_temporal_transverse
sub-53_T1w,2.4646,2.5042,2.6190,2.3642,3.0090,2.5264,2.2294,2.0670,2.9991,3.0105,2.9378,2.9086,3.0441,2.8833,3.2735,3.1622,2.9457,2.9684,3.2774,3.7065,2.9312,3.1008,2.2858,2.2325,3.3518,3.1946,3.3218,3.2061,3.0788,3.0866,3.0771,2.9932,3.4014,3.3548,4.2549,3.9064,4.3979,4.2094,2.9227,2.6546,2.4736,2.5983,3.0756,2.9424,2.4827,2.4585,3.3955,3.5408,3.2074,3.1438,2.9567,2.9535,3.1476,3.0781,2.5241,2.5315,2.0158,2.4524,2.5667,2.9270,2.7883,2.9963,2.6948,2.4555,2.8796,2.3182,3.2281,3.0971,3.2777,3.3527,3.4696,3.5658,3.1137,2.9741,2.8140,2.9606,3.3816,3.2682,2.6065,2.9569,3.1600,2.6694,2.5650,2.8026,NaN,NaN,2.1228,2.2311,3.0850,2.7860,2.2618,2.2438,2.0710,2.1886,2.4726,2.5724,3.6501,3.2839,3.6746,3.3995,3.1878,2.8882,2.8590,2.7362,2.3601,2.3342,2.5862,2.6453,2.4516,2.7438,2.8507,2.9697,2.4702,3.0731,2.3545,2.3812,2.1586,2.2419,2.2321,2.3591,2.3687,2.1541,3.1234,2.3501,2.4702,2.4631,2.7498,3.0464,2.1809,2.2181,3.2149,3.2419,2.4394,2.4242,1.8766,1.8196,2.5264,2.4952,2.7690,2.7030,2.9208,2.7430,2.3687,2.7204,2.5696,2.6013,2.7403,2.4947,2.7743,2.8111,3.0154,3.2320
sub-54_T1w,2.4764,2.4620,2.5503,2.7326,2.2073,2.4213,2.1781,1.8570,2.9950,2.8489,2.6618,2.6644,3.1202,3.2008,3.2069,3.0704,2.8665,2.8239,3.0730,3.4558,2.8428,3.2034,2.1554,2.1897,3.2305,3.4097,3.0587,2.8654,2.8660,2.8501,2.9172,2.9158,3.2085,3.0334,4.3561,4.4613,5.1167,5.1235,2.5902,2.7682,2.2229,2.3609,3.0427,3.1976,2.4173,2.3543,3.7596,3.9270,2.9752,3.4313,2.8789,2.8333,3.0011,2.8881,2.4601,2.3835,1.9923,1.9011,2.6285,2.5340,2.8240,2.8550,2.6990,2.7542,2.9328,3.6258,2.9448,2.9505,3.2032,3.2307,3.8910,3.7576,2.9806,3.0532,2.9380,2.8073,3.2538,3.3180,3.2481,2.7554,3.1750,2.7880,3.1097,2.7868,NaN,NaN,1.7185,1.8788,3.5882,3.3172,2.1972,2.1931,1.9820,1.9243,2.6913,2.5338,3.5221,3.6713,3.6510,3.6275,3.2771,3.3936,2.9039,3.2351,1.8563,2.2331,2.6003,2.5941,2.8358,2.5440,2.9345,2.8412,2.7177,2.7991,2.5483,2.3652,2.1224,2.3577,2.3490,2.2599,2.5619,2.3113,2.6911,3.0626,2.5557,2.7069,2.4500,2.7348,2.4925,2.9645,3.1308,3.1055,2.2798,2.4193,1.9859,1.8721,2.5207,2.3306,2.7925,2.9913,2.6177,2.8092,3.1485,2.6651,2.4457,2.5068,2.8429,2.6569,2.7841,2.7975,2.5865,2.7428
sub-55_T1w,2.2186,2.3672,2.7077,2.6625,2.3656,2.7055,2.3279,2.1086,3.1176,2.8229,2.7237,3.0410,3.1703,2.9407,3.1862,2.9815,2.9603,2.8292,3.0469,3.4384,3.0013,2.7937,2.1260,2.1513,3.3781,2.9566,2.9855,2.6485,2.9929,2.8950,3.0656,3.0039,3.3118,3.2393,3.3690,3.9844,4.0423,4.2285,2.6103,2.8199,2.2277,2.3945,3.0759,2.9139,2.3904,2.4224,3.5025,3.7377,3.1707,3.0428,2.9271,2.8603,3.0461,3.0547,2.4992,2.6634,2.2100,2.2639,2.8391,2.8787,2.7467,2.8324,2.7169,2.5577,3.4775,2.5425,2.9749,2.6264,3.3754,3.5508,3.6486,4.4290,2.9313,2.8321,3.4293,3.0137,3.4565,3.2992,2.4399,2.6980,2.8604,2.9124,2.7671,2.7364,NaN,NaN,1.9037,2.1984,3.8553,4.0421,2.1693,1.9941,2.0994,2.1883,2.4626,2.6473,3.4083,3.2079,3.1950,3.3898,3.2885,3.0903,3.0857,2.8638,2.5653,2.4513,2.4885,2.6411,2.7110,2.5596,2.9580,2.8732,2.4673,2.8369,2.4228,2.5370,2.0980,2.3419,2.3329,2.3993,2.1632,2.5900,2.5763,2.8765,2.6102,2.5511,2.7895,2.7145,2.7455,2.2322,2.9881,2.8669,2.4472,2.4826,2.0180,1.7567,2.4215,2.4891,2.5615,2.9058,3.0083,2.7841,2.6852,2.5517,2.6466,2.5700,2.7965,2.4042,2.7302,2.7027,3.0691,2.6432
sub-57_T1w,2.3571,2.2448,2.2968,2.1663,2.1098,2.8453,2.5617,2.5003,2.8013,2.6544,2.5314,2.7114,3.2392,2.8737,3.0685,3.1668,3.1993,3.1398,3.5708,3.7786,2.7073,3.1311,2.0788,2.0404,3.3323,3.1035,3.0104,2.5448,2.7882,2.5871,2.8351,2.6365,3.1309,3.0781,3.8026,4.0190,4.1307,3.7343,2.6694,2.9235,2.5276,2.5859,2.8212,3.0379,2.4596,2.4660,3.0238,3.1733,2.6423,2.4335,2.6809,2.5439,2.7790,2.6345,2.5461,2.3918,2.1638,2.1810,2.5994,2.5730,2.6971,2.8880,2.9809,2.5296,3.2888,4.1823,3.3347,3.0131,3.1264,3.1584,3.5982,3.2064,2.6597,2.8479,2.8855,2.9452,2.9202,2.8245,2.5951,2.7280,2.9281,2.6110,2.6668,2.9236,NaN,NaN,2.1377,2.1639,2.6941,2.8971,2.3721,2.5044,2.0122,2.0057,2.6224,2.5196,3.6540,3.0317,3.5063,3.4526,3.2484,3.2766,2.8792,2.8631,2.0167,2.2018,2.4738,2.6454,2.6399,2.5694,2.8103,2.7678,3.0415,2.6655,2.5353,2.5705,2.2913,2.4607,2.3171,2.4303,2.1507,2.7111,2.6175,2.7471,2.3850,2.5847,2.4764,3.0102,2.1493,2.1255,2.6880,2.4575,2.5508,2.4123,2.3119,1.7845,2.3742,2.2128,2.6853,2.7268,2.7417,2.8224,2.6841,2.6621,2.5601,2.5686,2.5614,2.3588,2.5529,2.5891,2.2852,2.9985
sub-59_T1w,2.6074,2.6032,2.6681,2.7075,2.2634,2.4518,2.5233,2.7375,2.9136,3.0225,2.5654,2.5328,3.0724,2.9694,2.8609,3.0943,2.8027,2.9573,3.2677,3.2070,2.5477,2.5222,2.3161,2.2267,3.3422,3.1482,2.9496,2.8917,2.8854,2.9273,2.8937,2.8316,3.1262,3.0925,4.2506,3.8663,4.7411,4.5116,2.8305,2.7146,2.3697,2.4544,2.9482,2.8018,2.3352,2.4678,2.9155,3.7489,3.0719,2.8898,2.6118,2.8208,2.7711,2.8885,2.6582,2.5859,2.3657,2.3805,2.9536,2.8937,2.7873,2.8161,2.4711,2.5976,2.4451,2.1137,2.9208,2.8509,3.2283,3.1753,3.2539,3.1879,2.7328,2.7410,3.1059,2.9750,3.2602,3.1446,2.6947,2.7442,2.9811,2.8960,2.4612,2.8687,NaN,NaN,2.1040,2.1283,3.6409,3.3740,2.2503,2.3380,2.1289,2.1667,2.5615,2.6157,3.7184,3.6244,3.4228,3.0822,3.4211,3.1101,3.1198,2.7261,2.6204,2.2248,2.5224,2.4311,2.5267,2.4803,3.0100,2.6926,2.6614,2.3551,2.3326,2.4423,2.3019,2.1790,2.2883,2.2799,2.1964,2.3245,2.4964,2.5435,2.3988,2.2323,2.7649,2.8326,3.2137,2.6128,2.7724,2.7084,2.2663,2.2359,1.8709,2.1433,2.5136,2.4474,2.7742,2.7801,2.6907,2.7988,2.5859,2.5662,2.3341,2.5778,2.5653,2.4611,2.6455,2.8011,2.2399,2.4431
sub-61_T1w,2.7292,2.5767,2.9200,2.6691,2.8242,2.7794,2.6766,2.4102,3.1931,3.0068,3.0073,2.8899,3.5095,3.3052,3.1188,3.3471,3.0491,3.1803,3.4225,3.6394,3.5501,3.3679,2.2735,2.3080,3.6575,3.1370,3.1001,2.9635,3.1145,2.9779,3.3682,3.0032,3.5814,3.4420,4.2891,4.0354,5.5385,4.7019,2.8827,2.8984,2.4095,2.5433,3.4869,3.4317,2.6225,2.7362,3.8606,4.0276,2.9735,3.2409,3.0077,3.0344,3.1858,3.1571,2.7808,2.6064,2.6381,2.7276,3.1986,3.1335,2.9880,3.0836,3.0694,3.0371,3.5553,3.5922,3.2296,3.4386,3.6700,3.5871,3.5963,3.8007,3.3926,3.0339,3.3954,2.9670,3.6680,3.4408,3.1612,2.9288,3.2063,3.1635,2.7709,3.0927,NaN,NaN,2.0260,2.1474,3.3085,3.8944,2.5238,2.3798,2.2909,2.3136,2.5122,2.6684,4.0504,3.5815,3.6450,3.6970,3.7816,3.4985,3.2517,3.1777,2.3783,2.5110,2.8461,2.6965,2.8255,2.7199,3.0199,3.0786,2.4136,2.9722,2.4783,2.5395,2.1363,2.2264,2.5230,2.4159,2.7183,2.7168,2.6105,2.7058,2.8301,2.8848,2.6739,3.2226,2.6195,2.7122,2.9915,3.1733,2.5311,2.4173,2.2277,2.4633,2.6263,2.5677,2.9828,2.8743,2.8205,2.8739,2.9444,2.6794,2.5571,2.6863,2.9071,2.6454,2.8406,2.8870,2.9909,3.1264
sub-62_T1w,2.3545,2.3603,2.6797,2.6665,2.6314,2.5110,2.5614,2.2869,2.7441,2.5860,2.7944,2.9082,3.1002,3.0727,3.1076,3.0945,3.0194,2.9227,3.2398,3.3324,3.0237,3.0270,2.0620,2.2345,3.2729,3.0618,3.2495,2.8694,3.1349,2.9025,3.0490,2.9230,3.4455,3.2761,4.3811,3.5892,4.4590,3.8518,2.7361,2.7512,2.2583,2.2677,2.8411,3.0505,2.2843,2.3440,3.4857,2.9983,3.0366,3.1027,2.8384,2.9944,3.0014,3.0037,2.6486,2.5950,2.2501,2.2947,3.0294,3.0910,2.8730,2.8026,2.5626,2.6387,2.9448,3.1498,2.8280,2.7443,3.1985,3.3219,3.9492,3.7964,2.8189,2.7319,3.0677,3.0356,3.1011,3.3157,2.7929,2.7098,2.9005,2.6788,2.5130,2.6809,NaN,NaN,1.9727,1.9407,3.7130,3.8066,2.1760,2.2100,2.1403,2.2205,2.5198,2.4950,3.2876,3.0606,3.4646,3.2324,2.9870,3.0363,3.0236,2.7298,2.6162,1.7676,2.5200,2.6009,2.4626,2.7485,3.0650,2.8519,2.5605,2.6810,2.3429,2.4498,2.1643,2.2364,2.1809,2.2015,2.2120,2.5079,2.1426,2.5883,2.2945,2.4645,2.9781,2.7721,2.3456,2.3913,3.1293,2.8541,2.4172,2.4293,2.0512,1.7386,2.4167,2.2706,2.9796,2.9313,2.8027,2.8518,3.1596,2.4873,2.6732,2.5709,2.4807,2.6040,2.7102,2.6929,2.0971,2.7022
sub-64_T1w,2.5820,2.5163,2.6976,2.4943,2.4671,2.4624,2.6066,2.2470,2.9513,2.8026,2.6941,2.6375,3.1107,2.8073,3.0280,3.0256,2.8817,3.0512,3.4235,3.5873,3.3532,3.1354,2.4142,2.2323,3.1969,2.9466,3.1082,2.8088,2.8498,2.5194,2.8888,2.7820,3.1476,3.1660,4.7596,4.0929,4.9037,4.2586,2.6663,2.4526,2.3214,2.2668,2.8483,3.0123,2.5389,2.3474,3.2528,3.0842,3.1241,3.1519,2.6804,2.7367,2.8442,2.8158,2.5182,2.4944,2.2969,2.2077,3.1725,3.0235,2.7630,2.7847,2.7379,2.2958,2.4381,2.2488,3.0716,3.0674,3.1619,3.0632,4.1518,4.1150,2.7743,2.8151,2.7990,2.7102,3.0522,2.9785,2.9531,2.6634,3.2547,2.7103,2.6132,2.8143,NaN,NaN,1.8799,1.9288,3.5308,3.2545,2.4629,2.1721,2.1163,2.1923,2.4088,2.3339,3.5277,3.1984,3.4289,3.1785,3.0882,3.3064,2.9098,2.4236,2.1679,2.2697,2.5090,2.4813,2.7158,2.5103,2.9019,2.7871,2.3876,2.7045,2.4231,2.3544,2.2828,1.9506,2.3092,2.1732,2.3303,2.4121,2.7352,2.4903,2.5174,2.5365,2.5456,2.3154,2.0114,3.2845,3.0292,3.2596,2.3629,2.2996,2.1401,2.0034,2.3707,2.2060,2.8763,2.6888,2.7586,2.8629,2.7623,2.6390,2.4895,2.5780,2.6345,2.4634,2.7140,2.6701,2.5609,2.6719
sub-66_T1w,2.5499,2.4334,2.7935,2.6760,2.9472,2.7953,2.5834,2.6751,3.0457,2.9633,2.9118,2.9244,3.3783,3.2287,3.5394,3.4347,3.3266,3.4259,3.4629,3.7010,3.5564,3.1377,2.4518,2.4632,3.3657,3.2535,3.3764,3.0028,3.0995,2.9718,3.0537,3.0721,3.3309,3.2544,4.8924,4.2581,5.2348,4.7776,2.8806,2.9930,2.5840,2.6450,3.1903,3.1855,2.6628,2.6630,3.6184,3.7527,3.3345,3.2373,3.1056,3.0441,3.2173,3.1450,2.6980,2.7420,2.2640,2.4278,3.0951,2.9981,2.9251,2.7442,3.0465,3.1258,3.0347,4.1483,3.1739,2.8970,3.5491,3.5736,3.9216,3.6859,3.0706,2.8525,3.2898,3.2099,3.5023,3.5191,3.6767,2.7234,3.0577,2.8626,3.0109,3.1675,NaN,NaN,2.1673,2.3612,3.9011,3.5575,2.3020,2.4410,2.1571,2.1069,2.7527,2.7888,3.8630,3.4708,3.7089,3.3027,3.5652,3.3034,2.8769,2.7643,2.5199,2.3776,2.8051,2.7451,2.8681,2.8789,3.0955,2.9321,2.6255,2.6593,2.7022,2.6963,2.3804,2.5196,2.5897,2.4687,2.7582,2.7608,2.5682,3.1433,2.7709,2.8586,2.4682,2.9136,2.5114,2.7832,3.1317,3.1357,2.4578,2.5536,2.3453,2.3520,2.4716,2.5758,3.0541,3.0006,2.8734,2.9605,2.2554,3.1137,2.4721,2.5648,2.8737,2.8528,2.8827,2.8273,2.7247,2.6393
sub-67_T1w,2.4710,2.4585,2.8267,2.8242,2.4005,2.6380,2.7738,2.6947,3.0917,3.1222,2.9793,2.9371,3.4666,3.2541,3.0432,3.0607,3.1351,2.9956,3.5350,3.5637,3.0348,3.2299,2.2593,2.3978,3.6067,3.3084,3.6495,3.0010,3.1997,3.2007,3.1884,3.0551,3.5197,3.4437,4.4691,4.1844,4.7747,4.4950,2.7679,2.5926,2.3891,2.2910,3.0601,3.0454,2.6678,2.7540,3.3853,3.7288,3.5694,3.1967,3.1329,2.9343,3.0952,3.0162,2.7287,2.6964,2.5017,2.5458,3.2687,3.2799,3.0149,2.9607,2.7884,2.4670,2.9318,3.2911,3.0064,3.2409,3.3193,3.2598,3.7197,3.7321,2.9207,2.8174,2.9150,2.9100,3.6146,3.2846,2.3191,2.9169,3.5396,3.1862,2.8531,3.1471,NaN,NaN,2.1940,2.0515,3.6965,3.6248,2.4550,2.3814,2.3103,2.3867,2.7362,2.7712,3.9242,3.3673,3.6876,3.5417,3.4351,3.3541,2.9249,2.6710,2.4686,2.2511,2.6216,2.7774,2.7753,2.8341,2.9779,3.0528,2.8482,2.6691,2.5851,2.5668,2.1861,2.4482,2.3310,2.4154,2.4388,2.6549,2.4493,2.4219,2.5906,2.6508,2.4865,3.0380,2.3317,2.3365,3.3528,3.0530,2.5562,2.4407,1.8879,1.9908,2.6995,2.5676,3.1120,2.9973,3.1491,3.0690,3.1702,2.7659,2.8796,2.7968,2.4676,2.5536,2.6108,2.8603,2.5795,3.1863
sub-68_T1w,2.4490,2.4568,2.6386,2.6595,2.8256,2.7696,2.8623,2.6846,3.1658,3.1378,2.7105,2.8666,3.1248,3.2473,3.3104,3.3323,3.0808,3.2936,3.4461,3.5704,3.2239,3.5856,2.5189,2.4960,3.3916,3.4205,3.2176,3.3561,3.1809,3.0321,3.0232,2.9286,3.4540,3.3374,4.2909,3.5292,4.4943,3.8919,2.9993,2.9870,2.5381,2.5133,3.2601,3.6126,2.6114,2.7063,3.6998,4.0280,3.2964,3.2755,3.0329,3.0855,3.1923,3.0776,2.7947,2.8675,2.5135,2.4615,3.3886,3.2184,3.0245,2.9984,2.6781,2.4414,2.6393,3.3932,2.8457,2.9835,3.4459,3.4745,3.5435,3.4540,3.2185,2.9103,3.0530,3.2322,3.5919,3.3975,2.6211,3.1765,2.8189,2.9743,3.0112,2.9918,NaN,NaN,2.4087,2.1763,3.2323,3.3486,2.3770,2.6310,2.3367,2.3315,2.7321,2.7812,3.7326,3.3970,3.4102,3.1386,3.5509,3.4163,3.0267,2.8269,2.4260,2.6512,2.8203,2.8053,2.7622,2.5709,2.9743,2.7679,2.7074,2.7765,2.5439,2.5717,2.1863,2.4460,2.4564,2.3678,2.9020,3.0475,2.8402,2.9093,2.6923,2.9915,2.8561,3.0760,2.2216,2.7612,3.0817,3.2526,2.6002,2.6092,2.1128,2.1310,2.4948,2.6435,3.0508,3.0081,2.9471,2.8061,2.4584,2.7681,2.5688,3.1679,2.7761,2.5055,2.7924,2.9241,2.2309,2.9016
sub-69_T1w,2.4268,2.4533,2.6998,2.6284,2.2858,2.7938,2.6561,2.4856,3.1181,3.0676,2.9387,2.6836,3.0081,2.9792,3.0760,3.1791,2.8425,2.9756,3.3394,3.3468,2.7063,2.8985,2.3511,2.2294,3.4731,3.1306,3.0157,2.9134,3.1141,2.9195,3.2258,2.9919,3.2935,3.2817,4.2673,4.3159,4.8964,4.7028,2.8145,2.8153,2.3726,2.4937,2.9389,3.0065,2.5856,2.5525,3.3925,3.5997,3.1205,3.1737,2.8295,2.9572,2.8810,3.0126,2.6335,2.5689,2.6418,2.4725,3.0918,3.0292,2.8267,2.9313,2.5643,2.5384,3.1814,3.1476,2.9918,3.0455,3.2441,3.1919,3.6742,3.5055,2.9092,2.9088,3.0453,3.1471,3.1566,3.2817,2.5929,2.7348,3.1959,2.9680,2.8064,2.9923,NaN,NaN,2.0604,2.2615,3.2478,3.0694,2.4109,2.4720,2.3283,2.1820,2.6520,2.5829,4.0238,3.5462,3.5995,3.3749,3.4699,3.5050,2.9289,2.8482,2.1128,2.1354,2.8604,2.7742,2.7381,2.4995,3.0099,2.8686,2.3585,2.5720,2.4637,2.4067,2.1820,2.4340,2.3992,2.3257,2.4860,2.6823,2.2775,2.5603,2.5959,2.5778,2.9329,2.5930,2.6908,2.3012,3.5336,3.2141,2.3646,2.5524,1.7597,1.8706,2.5194,2.3424,2.9702,2.9780,3.0108,2.9136,2.6240,2.2885,2.4917,2.7695,2.5272,2.4497,2.6261,2.7078,2.5539,2.6653
sub-70_T1w,2.3682,2.4398,2.5437,2.5677,2.5029,2.7020,2.5382,2.4954,2.9413,2.9725,2.7217,2.7383,3.0883,2.9937,3.2660,3.0660,2.8855,2.9850,3.1494,3.0008,2.7825,3.1190,2.4441,2.3727,3.3405,3.1092,3.2406,2.9512,3.0891,3.0993,3.1932,3.0367,3.3765,3.4306,4.6515,4.8197,5.2158,4.1093,2.9755,2.6770,2.3864,2.2925,3.3467,3.1353,2.5276,2.7498,3.3104,3.4989,3.2222,3.0910,2.9380,3.0429,2.9940,2.9413,2.6554,2.7760,2.4521,2.4624,3.2112,3.1437,2.8990,2.9518,2.7509,2.7441,3.2308,3.1118,3.1279,2.9509,3.2858,3.3149,3.3486,3.5405,2.5620,2.8016,3.2176,2.9605,3.4110,3.2123,3.1542,2.8880,3.2191,3.0680,2.6327,2.9559,NaN,NaN,2.0541,2.1264,3.5734,3.4310,2.2837,2.1615,2.3083,2.2786,2.6024,2.6052,4.0061,2.8254,3.6681,3.3740,3.2900,3.0780,2.7620,2.8613,2.3968,2.2593,2.6092,2.5722,2.7656,2.6210,2.8497,2.8128,2.8636,2.7851,2.4874,2.3917,2.4546,2.4235,2.4652,2.3028,2.4333,2.6942,2.8748,3.0564,2.3385,2.5898,2.7435,3.2147,2.4372,2.2293,2.8957,3.1124,2.5992,2.4692,1.7529,1.8813,2.6341,2.3938,2.9087,2.6796,2.7614,2.8745,2.7406,2.0581,2.6301,2.5571,2.6543,2.5635,2.4812,2.6973,2.4218,3.1610
sub-71_T1w,2.6209,2.4954,2.7522,2.5573,2.4175,2.5846,2.7291,2.4740,2.8457,2.7714,3.0807,2.9550,3.0369,3.1298,3.1712,3.3667,3.0618,3.1208,3.3999,3.5902,3.1469,3.2596,2.2680,2.4739,3.2080,3.0716,2.8842,3.0286,2.9977,2.8091,3.2924,3.0934,3.5847,3.4686,4.6518,4.5404,4.4802,4.4714,2.6441,2.5528,2.1507,2.2210,3.0052,2.7876,2.4254,2.5564,3.1667,3.0925,3.0449,3.0343,2.7993,2.8886,2.8192,2.8336,2.6638,2.6217,2.1669,2.1583,3.0505,3.2355,2.8111,2.7587,2.6847,2.6622,2.8131,3.3045,2.7903,3.0426,3.1136,2.9348,4.0377,3.3483,2.6910,2.7679,2.8225,2.7135,2.9665,3.0858,2.3819,2.9812,2.9938,2.5075,2.7350,2.6957,NaN,NaN,1.9014,2.1816,3.4986,3.4719,2.5966,2.3033,2.0970,2.3045,2.6070,2.6323,3.8568,3.4412,3.6333,3.3497,3.0929,3.1602,2.8478,2.9343,2.4572,2.2292,2.5316,2.6596,2.9044,2.6422,2.8457,3.0888,2.4197,2.3529,2.2634,2.2550,2.0382,2.0957,2.2182,2.1547,2.0888,2.2906,2.3372,2.4896,2.4789,2.5731,3.0806,2.8150,2.2216,2.1825,3.0449,3.0781,2.5060,2.3502,2.2320,2.2876,2.2641,2.1517,3.0305,2.8697,2.9002,2.7432,2.7063,2.3313,2.7313,2.7208,2.3614,2.6038,2.3197,2.5825,2.3942,2.9221
sub-72_T1w,2.7789,2.7525,2.9519,2.4427,2.4522,2.6867,2.6251,2.5567,2.9158,2.9444,2.9366,2.8487,3.1984,3.1781,3.2109,3.2157,2.9803,3.1298,3.4968,3.6542,3.2636,3.2386,2.3219,1.9953,3.2979,3.2656,2.7956,2.9483,3.3121,3.1076,3.1801,3.1007,3.3705,3.3252,4.5125,5.1502,5.6983,4.6673,2.7173,2.7233,2.3614,2.4012,3.0428,3.1423,2.3823,2.4383,3.6149,3.9014,3.4395,3.2301,2.8091,3.0018,2.9957,2.8941,2.5885,2.6325,2.3961,2.2056,3.2355,3.0062,2.8422,2.8416,2.7140,2.4638,2.9463,2.5303,3.0529,2.7952,3.3747,3.2252,3.7861,3.8402,2.9372,2.8165,3.1227,2.9348,3.4251,3.2224,3.2640,2.9672,3.0768,3.0966,2.7456,3.1615,NaN,NaN,1.9258,2.0656,3.8484,3.5108,2.5267,2.4443,2.2976,2.2769,2.8267,2.8138,3.7772,3.8333,3.6194,3.6415,3.3376,3.4860,3.0287,2.6694,1.9340,1.9642,2.6376,2.7813,2.7921,2.8286,3.0438,3.0088,2.9516,2.6843,2.5984,2.5610,2.5068,2.6929,2.3514,2.2770,2.4447,2.7292,2.7754,2.5325,2.7985,2.7226,3.0019,2.8123,2.4719,2.6541,3.1623,3.1686,2.4149,2.3577,2.2481,2.2566,2.6819,2.5092,2.9855,2.8742,3.0891,2.8901,2.8330,3.0674,2.7037,2.7898,2.7337,2.8565,2.8656,2.7830,2.7077,2.7646
